Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2010,50645,10.93,2497.0,204.0,5.0,10.75
2011,130002,19.3,1248.0,73.9,5.0,3.85
2012,107000,17.8,1399.0,67.0,5.0,3.0
2015,41950,18.0,1497.0,117.3,5.0,9.6
2012,109000,13.0,2982.0,168.5,7.0,13.25
2016,9000,18.0,1198.0,86.7,5.0,5.75
2014,43900,22.54,1396.0,88.73,5.0,6.75
2013,64000,18.2,1248.0,73.8,7.0,4.85
2019,13190,0.0,1950.0,181.43,5.0,38.99
2009,77652,12.6,1586.0,103.2,5.0,2.85
2012,55000,12.99,2494.0,100.0,7.0,9.51
2012,59900,18.48,1995.0,177.0,5.0,18.5
2015,73539,19.01,1461.0,108.45,5.0,6.75
2017,31645,20.68,1995.0,190.0,5.0,29.4
2009,69690,17.7,1497.0,78.0,5.0,3.29
2016,41000,28.09,1248.0,88.5,5.0,9.5
2010,109200,17.5,1298.0,85.8,5.0,2.2
2012,80000,15.1,2179.0,140.0,7.0,6.5
2007,51000,13.5,1799.0,130.0,5.0,4.9
2013,105000,25.47,1248.0,88.5,7.0,6.75
2013,179000,23.59,1364.0,67.04,5.0,3.8
2013,12100,9.9,1984.0,207.8,2.0,29.5
2017,31000,21.13,1498.0,108.4,5.0,10.5
2015,50000,20.14,1498.0,88.8,5.0,6.2
2009,48000,17.0,1896.0,105.0,5.0,5.0
2007,35000,19.2,1461.0,65.0,5.0,2.3
2016,100200,11.36,2755.0,171.5,7.0,17.0
2014,47000,18.88,1995.0,184.0,5.0,25.5
2015,63642,27.3,1498.0,98.6,5.0,5.65
2015,62550,25.8,1498.0,98.6,5.0,5.6
2015,37340,16.36,2179.0,187.7,5.0,29.98
2016,38461,26.59,1248.0,74.0,5.0,7.39
2018,29000,17.1,1956.0,170.0,5.0,19.0
2010,31000,12.5,1794.0,132.0,5.0,5.0
2011,42086,17.0,1497.0,118.0,5.0,3.35
2013,49000,18.6,1197.0,85.8,5.0,4.45
2019,77240,22.32,1582.0,126.32,5.0,8.31
2012,105000,15.96,2523.0,62.1,7.0,6.0
2014,35000,22.9,1248.0,74.0,5.0,5.25
2012,202082,17.68,1968.0,174.33,5.0,12.3
2004,129000,13.8,1299.0,70.0,5.0,1.5
2018,33558,20.14,1498.0,88.0,5.0,8.12
2012,60271,13.6,2523.0,63.0,7.0,6.12
2017,45366,25.1,1498.0,98.6,5.0,10.88
2014,9500,18.2,1199.0,82.5,5.0,3.5
2016,42362,18.6,1197.0,81.83,5.0,6.15
2016,21000,17.05,1995.0,184.0,5.0,33.0
2012,15200,15.06,1995.0,177.0,5.0,13.5
2015,43690,12.55,2982.0,168.5,7.0,17.11
2014,79926,11.33,4134.0,335.2,7.0,29.77
2013,53073,20.77,1248.0,88.76,7.0,5.95
2015,59000,18.5,1197.0,80.0,5.0,5.75
2006,47088,10.13,3498.0,364.9,5.0,19.0
2014,55000,20.45,1461.0,83.8,5.0,4.75
2013,80430,17.21,1493.0,100.0,7.0,3.3
2013,71932,12.55,2982.0,168.5,7.0,16.5
2014,19000,15.97,2993.0,258.0,7.0,44.0
2011,81759,19.3,1248.0,73.9,5.0,4.39
2018,52010,25.2,1248.0,74.0,5.0,6.2
2016,58953,13.53,1984.0,177.01,5.0,24.22
2008,93000,10.5,2835.0,107.2,6.0,5.45
2016,10000,16.36,2179.0,187.7,5.0,44.0
2019,40674,11.36,2755.0,171.5,7.0,24.82
2015,50000,19.3,1968.0,141.0,5.0,11.69
2018,1331,14.28,1798.0,138.03,5.0,20.0
2010,60000,19.7,796.0,35.0,8.0,1.45
2018,10003,17.9,2143.0,170.0,5.0,48.5
2016,25000,21.5,1498.0,108.5,5.0,9.45
2015,73000,16.0,2179.0,140.0,7.0,12.5
2014,59962,20.45,1461.0,83.8,5.0,6.9
2012,72000,22.32,1582.0,126.32,5.0,5.8
2016,20967,14.69,2993.0,258.0,5.0,44.56
2015,35000,15.4,2179.0,120.0,7.0,8.5
2017,38056,23.9,1582.0,126.2,5.0,10.7
2009,94000,12.07,2967.0,241.4,7.0,12.0
2010,64236,14.7,1150.0,76.0,5.0,2.44
2000,124000,13.6,2523.0,63.0,7.0,1.95
2014,7400,19.1,1197.0,82.0,5.0,4.35
2017,52000,13.68,2393.0,147.8,8.0,17.5
2015,68764,21.1,814.0,55.2,5.0,2.9
2013,64000,22.07,1199.0,73.9,5.0,2.9
2016,21558,24.3,1248.0,88.5,5.0,8.9
2013,37500,18.88,1995.0,184.0,5.0,16.75
2016,14077,21.1,814.0,55.2,5.0,3.95
2009,70000,17.0,1497.0,118.0,5.0,2.1
2011,54316,12.8,2354.0,177.6,5.0,4.29
2009,90764,14.0,2498.0,112.0,8.0,3.85
2009,137000,13.2,1995.0,170.0,5.0,9.0
2013,127000,16.8,1497.0,116.3,5.0,4.5
2016,51884,16.0,2179.0,140.0,7.0,12.46
2014,67407,21.27,1396.0,88.76,5.0,4.65
2014,107825,13.0,2982.0,168.5,7.0,20.5
2006,82453,13.6,2523.0,63.0,8.0,2.9
2007,30441,15.9,1298.0,85.0,5.0,1.45
2016,11000,20.7,1496.0,113.98,5.0,29.5
2015,61000,15.73,1968.0,174.33,5.0,25.0
2013,48454,17.0,1197.0,80.0,5.0,3.5
2017,37000,14.1,2179.0,154.0,7.0,11.25
2017,32249,21.9,1498.0,98.6,7.0,10.79
2013,58000,19.33,1968.0,138.03,5.0,5.9
2017,28360,19.1,1197.0,81.86,5.0,5.12
2017,7000,20.89,1197.0,81.8,5.0,5.7
2016,19658,18.12,1995.0,190.0,5.0,35.84
2007,92000,13.8,1299.0,70.0,5.0,1.25
2013,25000,20.36,1197.0,78.9,5.0,2.65
2016,37882,22.32,1582.0,126.3,5.0,9.19
2014,69330,16.07,1995.0,181.0,5.0,23.5
2011,61000,12.3,1796.0,185.0,5.0,12.5
2010,35000,18.6,1199.0,79.4,5.0,1.5
2012,72450,15.1,2179.0,140.0,7.0,8.1
2017,36381,28.09,1248.0,88.5,5.0,9.75
2017,25559,19.71,2143.0,201.15,5.0,37.93
2005,100000,16.4,1497.0,78.0,5.0,1.96
2015,94000,11.5,2982.0,169.0,7.0,20.5
2011,64357,24.07,998.0,67.1,5.0,2.75
2017,10501,9.43,1999.0,237.4,5.0,75.0
2009,47000,21.9,1396.0,90.0,5.0,2.8
2017,18000,16.0,1497.0,117.3,7.0,9.25
2007,89000,13.4,1794.0,125.0,5.0,3.0
2014,49964,17.68,1968.0,174.33,5.0,23.89
2014,35000,12.99,2494.0,100.6,7.0,12.75
2014,64000,24.0,1120.0,70.0,5.0,4.15
2013,36000,14.8,1598.0,105.0,5.0,4.65
2012,78600,12.8,2494.0,102.0,7.0,8.9
2008,170000,16.8,1493.0,110.0,5.0,1.5
2015,65000,23.2,1248.0,73.94,5.0,3.27
2008,120300,12.07,2967.0,241.4,7.0,18.0
2016,21000,18.6,1197.0,81.83,5.0,6.3
2017,18108,24.3,1248.0,88.5,5.0,11.31
2014,58407,17.4,1497.0,117.3,5.0,6.16
2014,49500,20.73,1373.0,91.1,5.0,6.0
2013,37199,17.5,1498.0,99.6,5.0,5.43
2012,62000,22.07,1199.0,73.9,5.0,4.65
2015,59000,20.77,1248.0,88.8,7.0,7.5
2015,60000,26.59,1248.0,74.0,5.0,6.25
2007,39037,14.84,2143.0,170.0,5.0,9.25
2013,17003,19.4,1198.0,86.8,5.0,3.15
2008,80400,16.0,1086.0,66.7,5.0,2.3
2012,75200,22.32,1582.0,126.32,5.0,5.25
2017,41217,28.09,1248.0,88.5,5.0,7.4
2006,98293,13.8,1299.0,70.0,5.0,1.55
2017,54000,16.2,1199.0,74.0,5.0,6.0
2016,17377,18.7,1199.0,88.7,5.0,5.9
2013,33800,25.8,1498.0,98.6,5.0,4.7
2015,86157,22.54,1396.0,88.73,5.0,6.5
2012,146824,21.1,1248.0,73.9,5.0,3.55
2014,55000,16.8,1497.0,116.3,5.0,7.1
2010,53293,13.14,1798.0,160.0,5.0,6.0
2017,38000,24.3,1248.0,88.5,5.0,7.99
2009,64000,17.0,1197.0,80.0,5.0,4.1
2017,25058,24.07,998.0,67.1,5.0,3.95
2016,36700,21.1,814.0,55.2,5.0,4.38
2011,35000,20.36,1197.0,78.9,5.0,2.75
2016,22732,18.1,3498.0,306.0,2.0,55.54
2014,48000,18.53,1968.0,187.74,5.0,29.0
2013,62084,22.77,1498.0,98.59,5.0,6.6
2012,39273,14.3,1968.0,140.0,5.0,6.99
2017,64798,13.68,2393.0,147.8,7.0,18.75
2010,100002,20.0,1399.0,68.0,5.0,1.28
2006,78000,14.49,1399.0,92.7,5.0,1.2
2013,57717,18.5,1197.0,85.8,5.0,4.31
2011,109000,12.39,2179.0,147.51,5.0,16.5
2017,74515,18.9,1197.0,82.0,5.0,5.64
2017,50484,10.91,3198.0,197.2,7.0,31.12
2013,13452,12.8,1968.0,167.6,5.0,25.46
2017,37688,17.01,1591.0,121.3,5.0,7.88
2017,34000,13.0,2143.0,204.0,5.0,36.0
2014,120000,0.0,2987.0,165.0,5.0,30.0
2008,64000,17.5,1298.0,85.8,5.0,2.85
2011,100000,13.0,1343.0,90.0,5.0,3.5
2014,75000,20.46,1461.0,83.8,5.0,7.5
2012,86000,14.84,2143.0,170.0,5.0,19.0
2015,69000,15.97,2993.0,258.0,5.0,54.0
2015,41721,19.1,1197.0,82.0,5.0,4.7
2017,13000,22.0,1197.0,81.8,5.0,8.5
2013,38998,16.07,1995.0,181.0,4.0,17.0
2017,54250,22.74,796.0,47.3,5.0,3.51
2013,45979,17.11,1968.0,174.33,5.0,19.5
2012,37000,13.6,1598.0,181.0,4.0,17.0
2015,46983,12.07,2967.0,241.4,7.0,43.35
2012,40700,25.44,936.0,57.6,5.0,2.65
2015,43828,20.51,998.0,67.04,5.0,3.52
2016,53000,19.01,1461.0,108.5,5.0,6.25
2015,100000,18.88,1995.0,184.0,5.0,24.75
2015,19000,20.85,1197.0,83.14,5.0,5.25
2016,84000,17.72,1968.0,108.5,5.0,11.0
2018,37630,15.63,1499.0,110.4,5.0,9.1
2010,67714,18.5,1197.0,80.0,5.0,3.25
2017,32000,15.0,1248.0,88.5,5.0,8.5
2010,51000,16.2,1599.0,103.2,5.0,3.1
2015,58390,18.88,1995.0,184.0,5.0,19.86
2017,14000,24.0,1186.0,73.97,5.0,4.9
2014,55818,17.4,1497.0,117.3,5.0,5.7
2012,52241,25.2,1248.0,74.0,5.0,2.9
2018,25433,27.39,1248.0,74.0,5.0,7.83
2015,40611,14.0,2179.0,138.1,7.0,8.15
2008,72000,13.2,1495.0,94.0,5.0,2.0
2016,54631,25.2,1248.0,74.0,5.0,6.25
2016,24941,21.9,624.0,37.48,4.0,3.19
2017,63939,25.47,1248.0,88.5,7.0,7.75
2014,35214,23.1,998.0,67.04,5.0,3.2
2015,63000,25.2,1248.0,74.0,5.0,4.9
2012,121377,15.04,1598.0,103.6,5.0,3.8
2009,100970,15.5,1896.0,105.0,5.0,4.0
2014,60000,20.7,1496.0,113.98,5.0,23.5
2008,77650,17.2,1396.0,53.5,5.0,1.15
2015,18955,18.0,1497.0,117.3,5.0,10.65
2016,47877,16.36,2179.0,187.7,5.0,35.68
2017,43368,15.0,2143.0,204.0,5.0,31.94
2011,73000,18.3,1991.0,147.9,5.0,4.2
2015,72007,15.1,2179.0,140.0,7.0,9.9
2014,56778,11.74,1796.0,186.0,5.0,15.46
2018,20024,18.2,1199.0,88.7,5.0,8.46
2013,42103,16.78,1496.0,88.73,5.0,3.25
2012,67147,19.7,796.0,46.3,5.0,2.6
2016,37806,20.4,1197.0,81.8,5.0,5.2
2009,85000,19.0,998.0,66.1,5.0,1.8
2011,35000,25.4,624.0,37.48,4.0,1.6
2015,72035,25.5,1498.0,99.0,5.0,2.5
2011,48500,16.0,1368.0,90.0,5.0,2.5
2017,28854,18.16,1196.0,86.8,5.0,6.7
2005,92450,15.4,1590.0,94.0,5.0,1.2
2016,14351,18.88,1995.0,184.0,5.0,35.55
2017,51087,17.9,1998.0,163.7,5.0,7.75
2005,50000,12.7,2609.0,116.6,8.0,1.94
2016,73000,25.0,1396.0,69.0,5.0,2.2
2011,60000,18.1,1991.0,147.9,4.0,3.8
2016,50000,12.8,2494.0,102.0,8.0,15.65
2018,36797,19.27,2143.0,167.62,5.0,39.47
2011,50000,18.5,1197.0,85.8,5.0,1.5
2013,94000,12.8,2494.0,102.0,8.0,8.85
2013,74000,12.55,2982.0,168.5,7.0,17.9
2014,41016,16.95,1197.0,78.9,5.0,5.08
2012,67000,22.32,1582.0,126.32,5.0,6.25
2015,76927,15.73,1968.0,174.33,5.0,22.75
2010,17088,18.6,1199.0,79.4,5.0,1.46
2007,112808,17.8,1399.0,68.0,5.0,2.05
2014,74980,20.0,1399.0,68.0,5.0,4.08
2014,44600,23.1,998.0,67.04,5.0,4.55
2013,37000,20.0,2143.0,107.3,5.0,14.0
2016,21000,15.8,1591.0,121.3,5.0,10.9
2010,81245,18.9,998.0,67.1,5.0,2.45
2013,70000,10.0,2148.0,170.0,5.0,15.8
2017,4018,18.88,1499.0,110.4,5.0,8.25
2013,70000,13.73,1995.0,148.0,5.0,8.5
2016,56532,16.0,2179.0,140.0,7.0,15.54
2013,26875,16.8,796.0,34.2,8.0,2.35
2015,72599,22.5,998.0,67.04,5.0,4.32
2008,205000,13.1,2499.0,141.0,7.0,3.9
2011,98000,22.32,1582.0,126.32,5.0,5.2
2018,19500,18.6,1197.0,81.83,5.0,5.85
2013,68000,16.02,1373.0,93.7,7.0,6.25
2019,19654,14.0,2179.0,155.0,7.0,17.63
2017,26000,23.65,1248.0,88.5,5.0,9.75
2015,10000,18.1,3498.0,306.0,2.0,55.0
2011,75020,22.07,1199.0,73.9,5.0,4.1
2011,157000,12.55,2982.0,168.5,7.0,11.99
2017,43773,16.0,2179.0,140.0,7.0,13.54
2016,21000,17.9,2143.0,201.15,5.0,56.0
2016,23280,18.7,1199.0,88.7,5.0,6.5
2013,88000,23.4,1248.0,74.0,5.0,4.75
2014,67000,17.01,1591.0,121.3,5.0,5.6
2017,59636,10.91,3198.0,197.0,7.0,29.2
2018,11000,18.6,1197.0,81.83,5.0,6.35
2013,60669,16.8,1497.0,116.3,5.0,4.95
2018,12000,27.4,1498.0,98.6,5.0,8.5
2013,35000,17.1,1591.0,121.3,5.0,4.5
2015,65000,24.2,1498.0,98.6,7.0,5.5
2013,39929,20.77,1248.0,88.8,7.0,6.56
2014,49000,24.07,998.0,67.1,5.0,2.3
2004,77757,13.1,2446.0,75.0,10.0,3.5
2016,21456,20.36,1197.0,78.9,5.0,4.55
2009,74000,17.0,1896.0,105.0,5.0,7.75
2015,37000,18.6,1197.0,81.83,5.0,5.25
2013,108640,11.5,2993.0,235.0,5.0,23.29
2016,38000,22.69,1995.0,190.0,5.0,23.99
2010,80000,14.49,1399.0,92.7,5.0,1.79
2011,47000,14.21,2143.0,203.0,5.0,13.9
2013,31000,17.68,1968.0,174.33,5.0,18.95
2014,40000,20.51,998.0,67.04,5.0,2.49
2016,4152,25.17,799.0,53.3,5.0,3.15
2017,51000,21.66,1498.0,108.62,5.0,6.45
2013,55000,22.07,1199.0,73.9,5.0,4.25
2014,58500,22.74,796.0,47.3,5.0,2.75
2017,58620,18.6,1197.0,81.83,5.0,7.14
2012,71172,17.0,1197.0,80.0,5.0,3.5
2017,12000,22.54,1396.0,88.73,5.0,7.3
2014,25000,20.51,998.0,67.04,5.0,2.75
2017,43000,22.54,1396.0,88.73,5.0,8.2
2015,57022,17.21,1197.0,103.6,5.0,6.51
2015,92000,20.0,1399.0,68.05,5.0,4.25
2014,33372,18.6,1197.0,85.8,5.0,6.21
2016,52625,24.0,1120.0,70.0,5.0,4.58
2016,215000,14.02,2179.0,118.3,7.0,7.5
2012,65537,26.83,796.0,38.4,5.0,2.1
2014,60138,19.81,1086.0,68.05,5.0,4.09
2014,84000,19.3,1968.0,141.0,5.0,10.75
2014,47000,15.97,2993.0,258.0,7.0,41.5
2014,33450,23.1,998.0,67.04,5.0,4.4
2013,125000,20.54,1598.0,103.6,5.0,6.25
2011,99606,16.07,1995.0,181.0,5.0,10.5
2014,64000,20.77,1248.0,88.8,7.0,7.25
2013,51000,20.0,1399.0,68.05,5.0,3.2
2014,57000,16.47,1198.0,74.0,5.0,3.95
2009,48040,16.77,2967.0,241.38,5.0,12.07
2017,43200,13.68,2393.0,147.8,7.0,18.6
2013,66000,22.32,1582.0,126.3,5.0,5.7
2013,31000,17.92,1086.0,62.1,5.0,1.75
2011,46000,16.55,1968.0,147.51,5.0,10.99
2012,47346,16.55,1968.0,147.51,5.0,14.5
2009,100000,17.0,1896.0,105.0,5.0,3.11
2015,63856,13.7,1997.0,153.86,5.0,13.96
2015,72996,22.32,1582.0,126.32,5.0,7.11
2014,23000,24.5,1498.0,98.6,7.0,6.9
2018,15985,18.6,1197.0,81.83,5.0,7.77
2011,98000,12.8,2494.0,102.0,8.0,5.5
2014,70089,18.6,1197.0,81.83,5.0,5.35
2011,99000,13.6,2523.0,63.0,7.0,4.5
2014,72000,20.34,1498.0,103.2,5.0,4.75
2015,44194,16.36,2179.0,187.7,5.0,32.8
2005,102000,17.3,993.0,60.0,5.0,0.7
2018,56652,13.0,2987.0,258.0,5.0,50.29
2010,41650,11.5,2982.0,171.0,7.0,10.99
2015,61717,18.9,1197.0,82.0,5.0,5.57
2018,25302,25.4,1186.0,73.97,5.0,5.9
2016,47016,15.29,1591.0,121.3,5.0,9.43
2010,69000,20.36,1197.0,78.9,5.0,2.9
2016,32700,19.4,1198.0,86.8,5.0,3.68
2015,101337,12.55,2982.0,168.5,7.0,21.67
2011,59000,16.55,1968.0,140.0,5.0,12.5
2018,41736,11.36,2755.0,171.5,7.0,19.92
2014,71649,25.1,1498.0,98.6,5.0,6.75
2015,80606,25.1,1498.0,98.6,5.0,6.96
2017,63262,21.7,999.0,67.0,5.0,3.25
2018,5456,28.4,1248.0,74.0,5.0,8.65
2017,7500,23.1,998.0,67.04,5.0,5.0
2011,66000,15.1,2179.0,140.0,7.0,5.5
2010,66770,20.36,1197.0,78.9,5.0,2.6
2014,58472,19.81,1086.0,68.05,5.0,3.41
2011,46687,22.0,1197.0,81.8,5.0,2.7
2008,77000,9.7,1995.0,163.5,5.0,5.5
2012,7000,14.33,1984.0,226.6,4.0,35.0
2011,48000,14.74,1991.0,184.0,5.0,9.75
2013,47000,21.64,1461.0,84.8,5.0,4.25
2015,51530,18.9,998.0,67.1,5.0,3.2
2014,25789,23.4,1248.0,74.0,5.0,6.85
2015,48000,25.8,1498.0,98.6,5.0,4.5
2012,52000,28.4,1248.0,74.0,5.0,3.55
2010,95637,13.2,1495.0,93.7,5.0,1.9
2008,131000,10.5,2609.0,120.0,7.0,3.6
2015,42076,13.0,2143.0,201.1,5.0,21.8
2012,76000,13.0,2982.0,168.5,7.0,13.5
2016,20487,22.7,799.0,53.64,5.0,2.66
2010,43000,16.8,1497.0,116.3,5.0,3.75
2018,17000,19.16,2494.0,158.2,5.0,32.0
2016,60805,26.0,1498.0,98.6,5.0,8.07
2012,58775,19.33,1968.0,138.1,5.0,5.64
2013,70181,17.68,1968.0,174.33,5.0,23.99
2016,85827,20.77,1248.0,88.76,7.0,7.5
2016,58205,19.27,2143.0,167.62,5.0,27.0
2008,91000,19.3,1248.0,73.9,5.0,2.85
2012,74000,19.01,1461.0,108.45,5.0,6.35
2010,79324,21.1,1248.0,73.9,5.0,3.3
2013,38623,19.1,1197.0,85.8,5.0,5.0
2014,59923,22.9,1248.0,74.0,5.0,6.46
2017,23360,21.1,814.0,55.2,5.0,3.75
2003,61495,17.3,993.0,60.0,5.0,1.52
2012,56661,15.1,1196.0,73.0,7.0,3.61
2017,40318,14.16,1968.0,174.3,5.0,43.74
2014,60000,15.73,1968.0,174.33,5.0,20.0
2010,130000,19.3,1248.0,73.9,5.0,3.65
2013,20000,14.07,1978.0,83.1,10.0,5.25
2016,76000,15.97,2993.0,258.0,7.0,58.0
2015,30000,18.0,1497.0,117.3,5.0,8.65
2015,150000,25.0,1396.0,69.01,5.0,2.5
2014,28000,16.93,1197.0,103.6,5.0,7.75
2015,74000,23.1,998.0,67.04,5.0,4.15
2011,75000,11.5,2982.0,171.0,7.0,10.85
2010,76000,11.3,2360.0,170.0,5.0,5.53
2014,64889,15.5,1896.0,105.0,5.0,11.5
2015,43000,19.67,1582.0,126.2,5.0,9.25
2011,47490,17.5,1198.0,75.0,5.0,2.29
2015,80000,22.77,1498.0,98.59,5.0,7.0
2007,60000,18.2,1061.0,64.0,5.0,1.65
2017,6006,20.73,1373.0,91.1,5.0,8.25
2011,71703,14.74,1991.0,181.03,5.0,9.14
2016,33000,17.8,1198.0,86.7,5.0,6.5
2015,91000,19.87,1461.0,83.8,5.0,5.75
2012,72000,26.2,998.0,58.2,5.0,2.85
2011,43000,16.47,1198.0,73.9,5.0,2.1
2017,63770,19.67,1582.0,126.2,5.0,13.55
2012,43510,14.74,2993.0,270.9,5.0,20.5
2017,52000,16.3,1956.0,170.0,5.0,20.0
2018,31427,15.68,1999.0,177.0,5.0,59.72
2016,29000,27.39,1248.0,74.0,5.0,6.5
2016,56000,28.09,1248.0,88.5,5.0,7.5
2007,76000,15.0,1586.0,104.68,5.0,2.15
2015,53615,22.7,1582.0,126.24,5.0,8.44
2013,132000,13.5,2477.0,175.56,7.0,12.49
2017,14800,17.0,1198.0,73.75,5.0,5.48
2013,35433,18.5,1197.0,85.8,5.0,4.2
2013,82966,16.8,1493.0,110.0,5.0,7.2
2014,96000,23.4,1248.0,74.0,5.0,4.8
2017,39528,25.32,1198.0,77.0,6.0,5.83
2018,92056,13.68,2393.0,147.8,7.0,18.39
2016,14930,21.4,1197.0,83.1,5.0,5.85
2016,38000,27.3,1498.0,98.6,5.0,6.21
2013,71000,17.0,1197.0,80.0,5.0,3.65
2012,71000,23.0,1396.0,90.0,5.0,3.7
2015,50000,19.27,2143.0,167.62,5.0,30.0
2016,48163,19.1,1197.0,82.0,5.0,4.85
2017,19168,18.9,1197.0,82.0,5.0,6.93
2016,26000,22.74,796.0,47.3,5.0,2.6
2014,37400,18.2,1199.0,82.5,5.0,1.89
2018,8682,0.0,1950.0,194.0,5.0,39.5
2012,95000,13.7,1798.0,157.75,5.0,10.0
2009,34000,16.55,1968.0,147.51,5.0,9.95
2014,95000,12.8,2494.0,102.0,8.0,9.45
2017,13689,17.9,2143.0,136.0,5.0,28.25
2008,84000,19.81,1086.0,68.05,5.0,1.8
2008,47000,17.5,1298.0,85.8,5.0,1.4
2015,60001,21.66,1498.0,103.52,5.0,7.25
2012,96000,21.1,1248.0,73.9,5.0,3.6
2004,47300,14.4,1599.0,94.0,5.0,1.2
2014,28246,17.8,1198.0,86.7,5.0,4.94
2007,65000,18.9,998.0,67.1,5.0,1.25
2013,68000,22.07,1199.0,73.9,5.0,4.8
2019,11209,12.62,2198.0,158.0,7.0,31.15
2011,41980,17.0,1197.0,80.0,5.0,3.3
2012,65000,25.44,936.0,57.6,5.0,2.4
2010,38000,14.8,1799.0,130.2,5.0,2.0
2014,51000,20.51,998.0,67.04,5.0,3.1
2014,33855,15.0,1598.0,103.6,5.0,5.09
2006,146000,15.4,1590.0,94.0,5.0,1.05
2015,47037,22.77,1498.0,98.59,5.0,7.0
2010,58000,13.2,1495.0,94.0,5.0,2.5
2012,61240,22.48,1995.0,190.0,5.0,17.5
2011,91211,20.92,998.0,67.1,5.0,2.1
2013,84000,15.73,1968.0,174.33,5.0,17.75
2008,64226,17.3,1061.0,57.5,5.0,1.45
2005,67000,11.3,1794.0,125.0,5.0,2.45
2011,106976,13.5,2400.0,215.0,5.0,13.8
2016,27210,27.3,1498.0,98.6,5.0,5.85
2017,26322,28.09,1248.0,88.5,5.0,8.9
2016,9107,20.4,1197.0,81.8,5.0,5.15
2015,63983,19.27,2143.0,170.0,5.0,16.56
2010,134000,18.9,1061.0,67.0,5.0,1.65
2015,11000,15.5,1595.0,120.7,5.0,16.0
2008,93000,0.0,1086.0,62.0,5.0,1.45
2017,24852,26.59,1248.0,74.0,5.0,8.08
2014,37632,18.9,1197.0,82.0,5.0,4.5
2013,55000,16.95,1498.0,97.7,5.0,4.3
2010,81448,19.0,998.0,66.1,5.0,2.6
2018,1900,25.17,799.0,53.3,5.0,4.45
2012,54957,17.1,1591.0,121.4,5.0,5.37
2008,55000,18.9,1061.0,67.0,5.0,1.75
2013,21983,18.88,1995.0,184.0,5.0,16.5
2013,76000,18.48,1995.0,177.0,5.0,19.0
2016,65000,25.0,1396.0,69.01,5.0,2.8
2015,26000,22.54,1396.0,88.73,5.0,6.2
2019,11571,16.8,796.0,34.2,8.0,3.8
2014,81000,25.2,1248.0,74.0,5.0,6.1
2019,23154,23.0,1498.0,98.96,5.0,11.65
2014,26856,16.5,1198.0,86.8,5.0,4.15
2017,67489,13.68,2393.0,147.8,7.0,16.5
2008,176000,10.5,2179.0,120.0,8.0,4.3
2010,18000,18.5,1197.0,80.0,5.0,2.25
2014,63003,22.32,1582.0,126.32,5.0,6.75
2014,80000,15.1,2179.0,140.0,7.0,9.4
2014,56658,20.64,1498.0,108.5,5.0,5.39
2019,18592,26.59,1248.0,74.0,5.0,8.51
2010,75695,13.7,1368.0,88.8,5.0,1.85
2012,82000,22.9,1248.0,74.0,5.0,2.5
2013,60000,22.07,1199.0,73.9,5.0,4.75
2009,138000,17.0,1497.0,118.0,5.0,3.5
2014,67000,23.0,1396.0,90.0,5.0,5.5
2012,42750,17.0,1497.0,118.0,5.0,6.33
2014,52398,25.44,936.0,57.6,5.0,2.47
2014,36657,16.2,995.0,62.1,5.0,3.3
2011,77000,11.57,2179.0,138.1,7.0,3.5
2014,85000,11.3,2987.0,254.8,7.0,38.75
2008,112500,11.5,2993.0,235.0,5.0,7.99
2013,105072,14.24,2755.0,174.5,7.0,13.28
2012,80000,11.25,1995.0,150.0,5.0,9.5
2019,3102,20.37,1461.0,108.45,5.0,14.01
2016,14656,24.4,1120.0,71.0,5.0,6.99
2010,105000,13.2,1995.0,170.0,5.0,11.0
2008,61000,10.8,2497.0,215.0,5.0,11.0
2010,85046,18.06,1198.0,75.0,5.0,2.3
2014,48000,16.36,2179.0,187.7,5.0,26.5
2011,55000,10.2,4367.0,308.0,7.0,67.0
2017,4000,16.0,1368.0,160.0,5.0,17.75
2010,94000,10.1,2354.0,152.0,5.0,4.8
2013,61110,18.6,1197.0,85.8,5.0,4.57
2016,80000,24.4,1120.0,71.0,5.0,3.5
2015,43190,19.01,1461.0,108.5,5.0,7.61
2015,45000,18.25,1968.0,187.74,5.0,25.0
2016,44178,18.9,1197.0,82.0,5.0,5.88
2015,84415,12.99,2494.0,100.6,8.0,13.5
2015,35000,18.5,1197.0,80.0,5.0,4.6
2013,44000,22.77,1498.0,98.59,5.0,4.9
2012,67635,17.0,1497.0,118.0,5.0,5.25
2018,18385,14.8,1497.0,121.36,5.0,12.41
2014,35000,22.07,1199.0,73.9,5.0,3.8
2010,49000,19.27,2143.0,170.0,5.0,8.95
2013,69000,22.7,1498.0,89.84,5.0,7.2
2017,23228,14.4,1396.0,65.0,5.0,4.5
2014,68462,26.59,1248.0,74.0,5.0,4.15
2016,74611,25.1,1248.0,88.5,5.0,7.94
2014,90000,19.01,1461.0,108.45,5.0,7.25
2016,22000,18.9,998.0,67.1,5.0,3.7
2010,58163,0.0,1086.0,62.0,5.0,2.45
2011,109500,25.44,936.0,57.6,5.0,1.5
2017,13363,16.0,1997.0,140.0,7.0,12.0
2012,51000,19.81,1086.0,68.05,5.0,2.2
2007,103000,13.93,2179.0,138.0,7.0,3.6
2009,43002,20.36,1197.0,78.9,5.0,1.92
2016,108000,11.36,2755.0,171.5,7.0,20.5
2010,82407,17.5,1896.0,106.0,5.0,4.25
